category,age_band,text_he,text_en,option1,option2,option3,option1_en,option2_en,option3_en,correct_index
general_knowledge,14-16,מהי היבשת עם הכי הרבה מדינות?,Which continent has the most countries?,אפריקה,אסיה,אירופה,אפריקה,אסיה,אירופה,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""שולחן""?","What is the correct English translation of the Hebrew word ""שולחן""?",Table,Chair,Window,Table,Chair,Window,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""עץ""?","What is the correct English translation of the Hebrew word ""עץ""?",Tree,Flower,Grass,Tree,Flower,Grass,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""יד""?","What is the correct English translation of the Hebrew word ""יד""?",Hand,Leg,Head,Hand,Leg,Head,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""אדום""?","What is the correct English translation of the Hebrew word ""אדום""?",Red,Blue,Green,Red,Blue,Green,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""קטן""?","What is the correct English translation of the Hebrew word ""קטן""?",Small,Big,Tall,Small,Big,Tall,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""לרוץ""?","What is the correct English translation of the Hebrew word ""לרוץ""?",To run,To walk,To sit,To run,To walk,To sit,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""ילד""?","What is the correct English translation of the Hebrew word ""ילד""?",Boy,Girl,Baby,Boy,Girl,Baby,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""שמח""?","What is the correct English translation of the Hebrew word ""שמח""?",Happy,Sad,Angry,Happy,Sad,Angry,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""להזמין""?","What is the correct English translation of the Hebrew word ""להזמין""?",To invite,To reject,To follow,To invite,To reject,To follow,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""קשה""?","What is the correct English translation of the Hebrew word ""קשה""?",Difficult,Easy,Soft,Difficult,Easy,Soft,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""להבין""?","What is the correct English translation of the Hebrew word ""להבין""?",To understand,To forget,To draw,To understand,To forget,To draw,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""מהיר""?","What is the correct English translation of the Hebrew word ""מהיר""?",Fast,Slow,Quiet,Fast,Slow,Quiet,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""לשאול""?","What is the correct English translation of the Hebrew word ""לשאול""?",To ask,To answer,To shout,To ask,To answer,To shout,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""נעים""?","What is the correct English translation of the Hebrew word ""נעים""?",Pleasant,Rude,Boring,Pleasant,Rude,Boring,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""להזכיר""?","What is the correct English translation of the Hebrew word ""להזכיר""?",To remind,To hide,To break,To remind,To hide,To break,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""חשוב""?","What is the correct English translation of the Hebrew word ""חשוב""?",Important,Useless,Cheap,Important,Useless,Cheap,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""לשכנע""?","What is the correct English translation of the Hebrew word ""לשכנע""?",To persuade,To ignore,To repeat,To persuade,To ignore,To repeat,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""מפתיע""?","What is the correct English translation of the Hebrew word ""מפתיע""?",Surprising,Predictable,Ordinary,Surprising,Predictable,Ordinary,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""להתעלם""?","What is the correct English translation of the Hebrew word ""להתעלם""?",To ignore,To notice,To greet,To ignore,To notice,To greet,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""איכותי""?","What is the correct English translation of the Hebrew word ""איכותי""?",High-quality,Defective,Average,High-quality,Defective,Average,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""להסתגל""?","What is the correct English translation of the Hebrew word ""להסתגל""?",To adapt,To resist,To collapse,To adapt,To resist,To collapse,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""זהיר""?","What is the correct English translation of the Hebrew word ""זהיר""?",Cautious,Careless,Bold,Cautious,Careless,Bold,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""להדגיש""?","What is the correct English translation of the Hebrew word ""להדגיש""?",To emphasize,To minimize,To conceal,To emphasize,To minimize,To conceal,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""נדיר""?","What is the correct English translation of the Hebrew word ""נדיר""?",Rare,Common,Cheap,Rare,Common,Cheap,0
science,10-11,איזה חלק בגוף מזרים דם?,Which body part pumps blood?,הלב,הריאות,הכבד,הלב,הריאות,הכבד,0
science,10-11,כמה אצבעות יש ביד אחת?,How many fingers does one hand have?,5,4,6,5,4,6,0
science,10-11,מאיזה איבר יוצא הקול שלנו?,Which organ produces our voice?,מיתרי הקול,הריאות,האף,מיתרי הקול,הריאות,האף,0
science,10-11,איזו עונה הכי קרה בישראל?,Which season is coldest in Israel?,חורף,קיץ,אביב,חורף,קיץ,אביב,0
science,10-11,איזה כוכב לכת נראה בהיר מאוד בשמיים בלילה?,Which planet appears very bright in the night sky?,נוגה,מאדים,שבתאי,נוגה,מאדים,שבתאי,0
science,10-11,איזו חיה יכולה לשנות את צבע עורה?,Which animal can change its skin color?,זיקית,חתול,כלב,זיקית,חתול,כלב,0
science,10-11,מאיפה מגיע הדבש?,Where does honey come from?,דבורים,פרפרים,נמלים,דבורים,פרפרים,נמלים,0
science,10-11,איזה חלק בצמח סופג אור שמש?,Which part of a plant absorbs sunlight?,העלים,השורשים,הפרחים,העלים,השורשים,הפרחים,0
science,10-11,כמה רגליים יש לפרפר?,How many legs does a butterfly have?,6,4,8,6,4,8,0
science,10-11,מה קורה כשמחממים קרח?,What happens when ice is heated?,נמס והופך למים,נעלם,הופך לאבן,נמס והופך למים,נעלם,הופך לאבן,0
science,10-11,איזו חיה יודעת לעוף וגם לשחות?,Which animal can both fly and swim?,ברווז,כלב,חתול,ברווז,כלב,חתול,0
science,10-11,מה שם השכבה שמגנה עלינו מקרינת השמש?,What is the layer that protects us from sun radiation called?,שכבת האוזון,שכבת הענן,שכבת החמצן,שכבת האוזון,שכבת הענן,שכבת החמצן,0
science,10-11,איזה צבע יש לדם שלנו?,What color is our blood?,אדום,כחול,ירוק,אדום,כחול,ירוק,0
science,10-11,מאיזה חומר עשוי רוב הזכוכית?,What is most glass made from?,חול,עץ,ברזל,חול,עץ,ברזל,0
science,10-11,איזו חיה גדלה בתוך ביצה?,Which animal grows inside an egg?,תרנגולת,כלב,חתול,תרנגולת,כלב,חתול,0
science,10-11,מה שם התהליך שבו זרעים הופכים לצמחים?,What is the process where seeds become plants called?,נביטה,אידוי,קיפאון,נביטה,אידוי,קיפאון,0
science,10-11,איזה איבר מנקה את הדם בגוף?,Which organ cleans the blood?,הכליות,הריאות,העור,הכליות,הריאות,העור,0
science,12-13,מהו הסמל הכימי של אשלגן?,What is the chemical symbol for potassium?,K,P,Ka,K,P,Ka,0
science,12-13,מה שם התהליך שבו נוזל הופך לגז?,What is the process where liquid becomes gas called?,אידוי,התכה,קיפאון,אידוי,התכה,קיפאון,0
science,12-13,איזו בלוטה בגוף מייצרת הורמוני גדילה?,Which gland produces growth hormones?,יותרת המוח,הלבלב,בלוטת התריס,יותרת המוח,הלבלב,בלוטת התריס,0
science,12-13,איזה גז נדרש לבעירה (אש)?,Which gas is needed for combustion (fire)?,חמצן,חנקן,פחמן דו חמצני,חמצן,חנקן,פחמן דו חמצני,0
science,12-13,מה שם התא שאחראי על העברת מסרים במערכת העצבים?,What is the cell responsible for transmitting nerve signals called?,נוירון,תא דם,תא שריר,נוירון,תא דם,תא שריר,0
science,12-13,איזו קבוצת בעלי חיים כוללת נחשים ולטאות?,Which animal group includes snakes and lizards?,זוחלים,יונקים,דו-חיים,זוחלים,יונקים,דו-חיים,0
science,12-13,איזה איבר בגוף מייצר מרה?,Which organ produces bile?,הכבד,הלבלב,הטחול,הכבד,הלבלב,הטחול,0
science,12-13,איזו יבשת ידועה כבעלת המדבר הגדול בעולם?,Which continent is home to the world's largest desert?,אפריקה,אסיה,דרום אמריקה,אפריקה,אסיה,דרום אמריקה,0
science,12-13,איזה סוג אנרגיה מאוחסן בסוללה?,What type of energy is stored in a battery?,אנרגיה כימית,אנרגיה גרעינית,אנרגיה קולית,אנרגיה כימית,אנרגיה גרעינית,אנרגיה קולית,0
science,12-13,מה שם הגז שבלונים מתנפחים בו כדי לעוף למעלה?,What gas fills balloons so they float up?,הליום,חמצן,פחמן דו חמצני,הליום,חמצן,פחמן דו חמצני,0
science,12-13,איזו שכבה בכדור הארץ הכי קרובה לפני השטח?,Which layer of Earth is closest to the surface?,קרום כדור הארץ,הגלימה,הליבה,קרום כדור הארץ,הגלימה,הליבה,0
science,12-13,מהי תפקידה העיקרי של מערכת החיסון?,What is the main role of the immune system?,להגן מפני מחלות,לעכל מזון,להזרים דם,להגן מפני מחלות,לעכל מזון,להזרים דם,0
science,12-13,איזה כוח גורם לחפצים לצוף על פני מים?,What force causes objects to float on water?,כוח ציפה,כוח משיכה,כוח חיכוך,כוח ציפה,כוח משיכה,כוח חיכוך,0
science,12-13,מה שם התהליך שבו תאי גוף מתחלקים לצמיחה?,What is the process where body cells divide to grow called?,מיטוזה,פוטוסינתזה,אידוי,מיטוזה,פוטוסינתזה,אידוי,0
science,12-13,מהי יחידת המידה לזרם חשמלי?,What is the unit for electric current?,אמפר,וולט,אוהם,אמפר,וולט,אוהם,0
science,14-16,איזה איבר אחראי לסינון רעלים בגוף?,Which organ filters toxins from the body?,הכבד,הטחול,הלבלב,הכבד,הטחול,הלבלב,0
science,14-16,מה שם התהליך שבו אנרגיית אור הופכת לאנרגיה כימית בצמחים?,What is the process converting light energy to chemical energy in plants called?,פוטוסינתזה,נשימה תאית,אידוי,פוטוסינתזה,נשימה תאית,אידוי,0
science,14-16,מהי נוסחת המים הכימית?,What is the chemical formula for water?,H2O,CO2,NaCl,H2O,CO2,NaCl,0
science,14-16,איזה חלקיק אטומי טעון בטעינה חיובית?,Which atomic particle carries a positive charge?,פרוטון,אלקטרון,נויטרון,פרוטון,אלקטרון,נויטרון,0
science,14-16,מה שם מחלת חוסר באינסולין?,What is the disease caused by insulin deficiency called?,סוכרת,אנמיה,אסתמה,סוכרת,אנמיה,אסתמה,0
science,14-16,איזו תופעה גורמת לגאות ושפל בים?,What phenomenon causes ocean tides?,משיכת הירח,רוח חזקה,התחממות המים,משיכת הירח,רוח חזקה,התחממות המים,0
science,14-16,איזה סוג קרינה משמש לצילומי רנטגן?,What type of radiation is used for X-rays?,קרני X,אור אינפרא-אדום,גלי רדיו,קרני X,אור אינפרא-אדום,גלי רדיו,0
science,14-16,איזה יסוד הוא הנפוץ ביותר ביקום?,What is the most abundant element in the universe?,מימן,חמצן,פחמן,מימן,חמצן,פחמן,0
science,14-16,מהי יחידת המידה ללחץ?,What is the unit for pressure?,פסקל,ניוטון,ג'אול,פסקל,ניוטון,ג'אול,0
science,14-16,איזה איבר בגוף אחראי על שיווי המשקל?,Which organ is responsible for balance?,האוזן הפנימית,העין,האף,האוזן הפנימית,העין,האף,0
science,14-16,מה שם החומר התורשתי הנמצא בגרעין התא?,What is the hereditary material found in the cell nucleus called?,DNA,RNA,חלבון,DNA,RNA,חלבון,0
science,14-16,מהו מספר האטומי (מספר הפרוטונים) של פחמן?,What is the atomic number of carbon?,6,8,12,6,8,12,0
science,14-16,איזה איבר מווסת את טמפרטורת הגוף?,Which organ regulates body temperature?,העור,הכבד,הריאות,העור,הכבד,הריאות,0
science,14-16,מה שם התהליך שבו מים עוברים דרך קרום חצי-חדיר?,What is the process of water passing through a semi-permeable membrane called?,אוסמוזה,דיפוזיה,סינון,אוסמוזה,דיפוזיה,סינון,0
science,14-16,מהי היחידה למדידת הספק חשמלי?,What is the unit for electric power?,וואט,וולט,אמפר,וואט,וולט,אמפר,0
israeli_history,10-11,באיזה חודש עברי בדרך כלל חוגגים את יום העצמאות?,In which Hebrew month is Independence Day usually celebrated?,אייר,תשרי,כסלו,אייר,תשרי,כסלו,0
israeli_history,10-11,מה שם הפרח שנחשב לסמל ישראלי אהוב באביב?,What flower is a beloved Israeli spring symbol?,כלנית,ורד,חמנייה,כלנית,ורד,חמנייה,0
israeli_history,10-11,איזה חג חוגגים בסוכה מחוץ לבית?,Which holiday is celebrated in a hut outside the house?,סוכות,פסח,חנוכה,סוכות,פסח,חנוכה,0
israeli_history,10-11,איזו עיר נמצאת הכי דרומית בישראל וידועה כעיר נופש?,"Which city is Israel's southernmost, known as a resort town?",אילת,חיפה,נתניה,אילת,חיפה,נתניה,0
israeli_history,10-11,מה שם החג שבו מדליקים נרות חנוכייה?,Which holiday involves lighting a menorah?,חנוכה,פורים,שבועות,חנוכה,פורים,שבועות,0
israeli_history,10-11,איזה כלי נגינה מנגנים בו בטקסים צבאיים בישראל?,Which instrument is played at Israeli military ceremonies?,חצוצרה,כינור,תופים,חצוצרה,כינור,תופים,0
israeli_history,10-11,איזה ים גובל בישראל ממערב?,Which sea borders Israel to the west?,הים התיכון,ים סוף,הים השחור,הים התיכון,ים סוף,הים השחור,0
israeli_history,10-11,מה שם החג שבו קוראים במגילת אסתר?,Which holiday involves reading the Scroll of Esther?,פורים,חנוכה,שבועות,פורים,חנוכה,שבועות,0
israeli_history,10-11,איזו עיר משמשת כבירת הצפון של ישראל?,Which city serves as Israel's northern capital?,חיפה,אילת,באר שבע,חיפה,אילת,באר שבע,0
israeli_history,10-11,מה שם ההר שעליו נבנתה ירושלים העתיקה?,Which hill was ancient Jerusalem built on?,הר ציון,הר הכרמל,הר תבור,הר ציון,הר הכרמל,הר תבור,0
israeli_history,10-11,מה שם הכיכר המרכזית בתל אביב הידועה כמקום התכנסות?,What is Tel Aviv's central gathering square called?,כיכר רבין,כיכר ציון,כיכר העצמאות,כיכר רבין,כיכר ציון,כיכר העצמאות,0
israeli_history,10-11,איזה עץ נחשב לסמל השלום בתרבות הישראלית?,Which tree is a symbol of peace in Israeli culture?,עץ הזית,עץ התמר,עץ האורן,עץ הזית,עץ התמר,עץ האורן,0
israeli_history,10-11,מה שם המדבר הגדול שנמצא בדרום ישראל?,What is the large desert in southern Israel called?,מדבר הנגב,מדבר סהרה,מדבר גובי,מדבר הנגב,מדבר סהרה,מדבר גובי,0
israeli_history,10-11,איזו עיר עתיקה נמצאת ליד ים המלח וידועה בחפירות ארכיאולוגיות?,Which ancient site near the Dead Sea is known for archaeology?,מצדה,יפו,עכו,מצדה,יפו,עכו,0
israeli_history,10-11,מה שם היום שבו נחגגת קבלת התורה?,Which holiday celebrates receiving the Torah?,שבועות,סוכות,פורים,שבועות,סוכות,פורים,0
israeli_history,10-11,איזה נהר עובר דרך תל אביב?,Which river runs through Tel Aviv?,הירקון,הירדן,הקישון,הירקון,הירדן,הקישון,0
israeli_history,12-13,מי חיבר את מילות ההמנון 'התקווה'?,Who wrote the lyrics to the anthem 'Hatikvah'?,נפתלי הרץ אימבר,חיים נחמן ביאליק,שאול טשרניחובסקי,נפתלי הרץ אימבר,חיים נחמן ביאליק,שאול טשרניחובסקי,0
israeli_history,12-13,"מה שם הארגון שממנו התפתח צה""ל לאחר קום המדינה?",What organization did the IDF develop from after independence?,ההגנה,משטרת המנדט,הבריגדה היהודית,ההגנה,משטרת המנדט,הבריגדה היהודית,0
israeli_history,12-13,מה שם התנועה שבראשה עמד זאב ז'בוטינסקי?,What movement did Ze'ev Jabotinsky lead?,התנועה הרוויזיוניסטית,"מפא""י",השומר הצעיר,התנועה הרוויזיוניסטית,"מפא""י",השומר הצעיר,0
israeli_history,12-13,איזו עיר שימשה כבירת ישראל הזמנית לפני שירושלים הוכרזה כבירה?,Which city served as Israel's temporary capital before Jerusalem?,תל אביב,חיפה,רמת גן,תל אביב,חיפה,רמת גן,0
israeli_history,12-13,איזה נשיא ישראלי כיהן הכי הרבה שנים?,Which Israeli president served the longest?,חיים הרצוג,עזר ויצמן,שמעון פרס,חיים הרצוג,עזר ויצמן,שמעון פרס,0
israeli_history,12-13,מה שם המסמך שמעניק לכל יהודי זכות לעלות ולקבל אזרחות בישראל?,What law grants every Jew the right to immigrate and gain Israeli citizenship?,חוק השבות,חוק היסוד,חוק האזרחות,חוק השבות,חוק היסוד,חוק האזרחות,0
israeli_history,12-13,איזו עיר נחשבת לעיר ההייטק המרכזית של ישראל?,Which city is considered Israel's main tech hub?,תל אביב,ירושלים,אשדוד,תל אביב,ירושלים,אשדוד,0
israeli_history,12-13,איזה ראש ממשלה ישראלי נרצח בכיכר רבין ב-1995?,Which Israeli Prime Minister was assassinated at Rabin Square in 1995?,יצחק רבין,שמעון פרס,מנחם בגין,יצחק רבין,שמעון פרס,מנחם בגין,0
israeli_history,12-13,מה שם המפלגה ששלטה בישראל ברציפות עד 1977?,What party ruled Israel continuously until 1977?,"מפא""י",הליכוד,מרצ,"מפא""י",הליכוד,מרצ,0
israeli_history,12-13,איזו אוניברסיטה ישראלית היא הוותיקה ביותר?,Which is Israel's oldest university?,האוניברסיטה העברית בירושלים,אוניברסיטת תל אביב,הטכניון,האוניברסיטה העברית בירושלים,אוניברסיטת תל אביב,הטכניון,0
israeli_history,12-13,מה שם המבצע הצבאי הידוע שהתרחש במלחמת סיני ב-1956?,What was the well-known military operation during the 1956 Sinai war?,מבצע קדש,מבצע יונתן,מבצע דין וחשבון,מבצע קדש,מבצע יונתן,מבצע דין וחשבון,0
israeli_history,12-13,מה שם התנועה הציונית-דתית שהקימה התיישבות רבה בארץ ישראל?,What religious-Zionist movement founded much settlement in the land of Israel?,המזרחי,השומר הצעיר,"בית""ר",המזרחי,השומר הצעיר,"בית""ר",0
israeli_history,12-13,איזו שנה מסמלת את תחילת העלייה הראשונה לארץ ישראל?,Which year marks the start of the First Aliyah?,1882,1917,1948,1882,1917,1948,0
israeli_history,12-13,מה שם ההצהרה הבריטית מ-1917 שתמכה בבית לאומי יהודי בארץ ישראל?,What was the 1917 British declaration supporting a Jewish homeland called?,הצהרת בלפור,הסכם סייקס-פיקו,מגילת העצמאות,הצהרת בלפור,הסכם סייקס-פיקו,מגילת העצמאות,0
israeli_history,12-13,איזה ארגון פעל במחתרת נגד השלטון הבריטי בראשות מנחם בגין?,"Which underground organization, led by Menachem Begin, fought British rule?","האצ""ל","הפלמ""ח",ההגנה,"האצ""ל","הפלמ""ח",ההגנה,0
israeli_history,14-16,מי היה שר הביטחון בזמן מלחמת ששת הימים?,Who was Defense Minister during the Six-Day War?,משה דיין,יצחק רבין,עזר ויצמן,משה דיין,יצחק רבין,עזר ויצמן,0
israeli_history,14-16,מה שם ועדת החקירה שבדקה את כשלי מלחמת יום כיפור?,What was the commission investigating the Yom Kippur War failures called?,ועדת אגרנט,ועדת כהן,ועדת וינוגרד,ועדת אגרנט,ועדת כהן,ועדת וינוגרד,0
israeli_history,14-16,באיזו שנה נחתם הסכם השלום בין ישראל לירדן?,In what year was the Israel-Jordan peace treaty signed?,1994,1979,1993,1994,1979,1993,0
israeli_history,14-16,מי היה ראש הממשלה שחתם על הסכמי אוסלו?,Who was the Prime Minister who signed the Oslo Accords?,יצחק רבין,מנחם בגין,אריאל שרון,יצחק רבין,מנחם בגין,אריאל שרון,0
israeli_history,14-16,"מה שם מבצע צה""ל הגדול בלבנון ב-1982?",What was the name of the IDF's major 1982 Lebanon operation?,מבצע שלום הגליל,מבצע ליטני,מבצע דין וחשבון,מבצע שלום הגליל,מבצע ליטני,מבצע דין וחשבון,0
israeli_history,14-16,איזה ראש ממשלה הוביל את הנסיגה מרצועת עזה ב-2005?,Which Prime Minister led the 2005 withdrawal from Gaza?,אריאל שרון,אהוד ברק,בנימין נתניהו,אריאל שרון,אהוד ברק,בנימין נתניהו,0
israeli_history,14-16,איזו מלחמה ידועה גם בשם 'מלחמת ההתשה'?,Which conflict is also known as the 'War of Attrition'?,העימות עם מצרים 1967-1970,מלחמת לבנון הראשונה,מלחמת סיני,העימות עם מצרים 1967-1970,מלחמת לבנון הראשונה,מלחמת סיני,0
israeli_history,14-16,מי היה נשיא מצרים שחתם על הסכם השלום עם ישראל ב-1979?,Who was Egypt's president who signed the 1979 peace treaty with Israel?,אנואר סאדאת,חוסני מובארכ,גמאל עבד אל-נאצר,אנואר סאדאת,חוסני מובארכ,גמאל עבד אל-נאצר,0
israeli_history,14-16,איזה ארגון פלסטיני נחתם עמו הסכם אוסלו?,Which Palestinian organization was the Oslo Accords signed with?,"אש""ף",חמאס,הג'יהאד האסלאמי,"אש""ף",חמאס,הג'יהאד האסלאמי,0
israeli_history,14-16,מה שם המבצע שבו שוחררו חטופים ישראלים בעוגנדה ב-1976?,What was the operation that freed Israeli hostages in Uganda in 1976 called?,מבצע יונתן,מבצע קדש,מבצע דין וחשבון,מבצע יונתן,מבצע קדש,מבצע דין וחשבון,0
israeli_history,14-16,באיזו שנה פרצה האינתיפאדה הראשונה?,In what year did the First Intifada begin?,1987,1977,1993,1987,1977,1993,0
israeli_history,14-16,מה שם ההסכם שהחזיר את חצי האי סיני למצרים?,What agreement returned the Sinai Peninsula to Egypt?,הסכם השלום עם מצרים,הסכמי אוסלו,הסכם רודוס,הסכם השלום עם מצרים,הסכמי אוסלו,הסכם רודוס,0
israeli_history,14-16,איזו מדינה ערבית הכירה בישראל במסגרת הסכמי אברהם?,Which Arab country recognized Israel as part of the Abraham Accords?,איחוד האמירויות,סעודיה,עיראק,איחוד האמירויות,סעודיה,עיראק,0
israeli_history,14-16,מה שם המלחמה שפרצה ב-2006 מול חיזבאללה בלבנון?,What was the 2006 war against Hezbollah in Lebanon called?,מלחמת לבנון השנייה,מלחמת לבנון הראשונה,מבצע ליטני,מלחמת לבנון השנייה,מלחמת לבנון הראשונה,מבצע ליטני,0
israeli_history,14-16,איזו ממשלה ישראלית הייתה הראשונה שכללה מפלגה ערבית כחלק מהקואליציה?,Which Israeli government was the first to include an Arab party in its coalition?,ממשלת בנט-לפיד,ממשלת רבין,ממשלת בגין,ממשלת בנט-לפיד,ממשלת רבין,ממשלת בגין,0
general_knowledge,10-11,איזו מדינה נמצאת מעבר לים מישראל וידועה בפירמידות?,Which country across the sea from Israel is known for pyramids?,מצרים,יוון,טורקיה,מצרים,יוון,טורקיה,0
general_knowledge,10-11,כמה ימים יש בחודש פברואר בשנה רגילה?,How many days does February have in a regular year?,28,30,31,28,30,31,0
general_knowledge,10-11,איזו חיה בונה כוורות?,Which animal builds hives?,דבורה,נמלה,פרפר,דבורה,נמלה,פרפר,0
general_knowledge,10-11,מה שם הצורה שיש לה ארבע צלעות שוות?,What is the shape with four equal sides called?,ריבוע,משולש,מעגל,ריבוע,משולש,מעגל,0
general_knowledge,10-11,איזה כלי רכב טס בשמיים עם כנפיים קבועות?,Which vehicle flies with fixed wings?,מטוס,מסוק,רכבת,מטוס,מסוק,רכבת,0
general_knowledge,10-11,מה הצבע שמתקבל מערבוב אדום וכחול?,What color results from mixing red and blue?,סגול,ירוק,כתום,סגול,ירוק,כתום,0
general_knowledge,10-11,איזה ספורט משחקים על קרח עם מחבטים ודיסקית?,Which sport is played on ice with sticks and a puck?,הוקי קרח,כדורגל,טניס,הוקי קרח,כדורגל,טניס,0
general_knowledge,10-11,מה שם היבשת שבה נמצאת ישראל?,Which continent is Israel located in?,אסיה,אירופה,אפריקה,אסיה,אירופה,אפריקה,0
general_knowledge,10-11,איזו חיה ידועה כחברו הטוב ביותר של האדם?,Which animal is known as man's best friend?,כלב,נמר,זאב,כלב,נמר,זאב,0
general_knowledge,10-11,איזה כלי נגינה מנגנים בו על ידי נשיפה בפייה?,Which instrument is played by blowing into a mouthpiece?,חליל,תופים,פסנתר,חליל,תופים,פסנתר,0
general_knowledge,10-11,כמה צבעים יש בקשת בענן?,How many colors does a rainbow have?,7,5,10,7,5,10,0
general_knowledge,10-11,מה שם הספורט שמשחקים בו עם כדור עגול ובועטים ברגל?,What sport is played by kicking a round ball?,כדורגל,כדורסל,טניס,כדורגל,כדורסל,טניס,0
general_knowledge,10-11,איזה בעל חיים ידוע כ'מלך החיות'?,Which animal is known as the 'King of the Jungle'?,אריה,נמר,דוב,אריה,נמר,דוב,0
general_knowledge,10-11,איזו מדינה ידועה במגדל אייפל?,Which country is known for the Eiffel Tower?,צרפת,איטליה,גרמניה,צרפת,איטליה,גרמניה,0
general_knowledge,12-13,מי כתב את סדרת ספרי 'הארי פוטר'?,Who wrote the 'Harry Potter' book series?,ג'יי קיי רולינג,רולד דאל,סי אס לואיס,ג'יי קיי רולינג,רולד דאל,סי אס לואיס,0
general_knowledge,12-13,מהי בירת גרמניה?,What is the capital of Germany?,ברלין,מינכן,המבורג,ברלין,מינכן,המבורג,0
general_knowledge,12-13,"איזו יבשת ידועה בשל יער האמזונס, הגדול בעולם?",Which continent is home to the Amazon rainforest?,דרום אמריקה,אפריקה,אסיה,דרום אמריקה,אפריקה,אסיה,0
general_knowledge,12-13,איזה ענף ספורט אולימפי חורפי כולל גלישה במורד הר על מגלשיים?,Which winter Olympic sport involves skiing down a mountain?,סקי אלפיני,החלקה אמנותית,הוקי קרח,סקי אלפיני,החלקה אמנותית,הוקי קרח,0
general_knowledge,12-13,מהי בירת רוסיה?,What is the capital of Russia?,מוסקבה,סנט פטרסבורג,קייב,מוסקבה,סנט פטרסבורג,קייב,0
general_knowledge,12-13,איזה ענף ספורט משחקים בו עם רשת וכדור שמכים ביד?,Which sport is played with a net and hitting a ball with your hand?,כדורעף,כדורסל,כדורגל,כדורעף,כדורסל,כדורגל,0
general_knowledge,12-13,מי צייר את הציור המפורסם 'הצעקה'?,Who painted the famous artwork 'The Scream'?,אדוארד מונק,פיקאסו,דה וינצ'י,אדוארד מונק,פיקאסו,דה וינצ'י,0
general_knowledge,12-13,מהי בירת בריטניה?,What is the capital of the United Kingdom?,לונדון,מנצ'סטר,ליברפול,לונדון,מנצ'סטר,ליברפול,0
general_knowledge,12-13,איזו היא היבשת הגדולה ביותר בעולם?,Which is the largest continent in the world?,אסיה,אפריקה,אירופה,אסיה,אפריקה,אירופה,0
general_knowledge,12-13,איזה מלחין ידוע כתב את 'ארבע העונות'?,Which famous composer wrote 'The Four Seasons'?,ויוואלדי,באך,בטהובן,ויוואלדי,באך,בטהובן,0
general_knowledge,12-13,מהי בירת סין?,What is the capital of China?,בייג'ינג,שנגחאי,הונג קונג,בייג'ינג,שנגחאי,הונג קונג,0
general_knowledge,12-13,איזה ספורט משוחק בין שתי קבוצות של 5 שחקנים עם כדור כתום?,Which sport is played between two teams of 5 with an orange ball?,כדורסל,כדורעף,בייסבול,כדורסל,כדורעף,בייסבול,0
general_knowledge,12-13,מהי בירת ברזיל?,What is the capital of Brazil?,ברזיליה,ריו דה ז'ניירו,סאו פאולו,ברזיליה,ריו דה ז'ניירו,סאו פאולו,0
general_knowledge,12-13,איזה כוכב לכת מכונה 'כוכב הלכת הכחול'?,Which planet is called the 'Blue Planet'?,כדור הארץ,נוגה,נפטון,כדור הארץ,נוגה,נפטון,0
general_knowledge,14-16,מי חיבר את 'האי המטמון'?,Who wrote 'Treasure Island'?,רוברט לואי סטיבנסון,מארק טוויין,צ'ארלס דיקנס,רוברט לואי סטיבנסון,מארק טוויין,צ'ארלס דיקנס,0
general_knowledge,14-16,איזה פילוסוף יווני היה מורו של אריסטו?,Which Greek philosopher was Aristotle's teacher?,אפלטון,סוקרטס,הרקליטוס,אפלטון,סוקרטס,הרקליטוס,0
